"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality.class"
"2420",6.1,0.36,0.41,19.35,0.07,0.067,0.207,1.00118,3.39,0.53,9.1,5,"low"
"2421",8.1,0.4,0.32,7.9,0.031,0.023,0.118,0.99176,3.05,0.46,13.3,7,"high"
"2422",6.8,0.26,0.43,11.75,0.045,0.053,0.198,0.9969,3.26,0.55,9.5,5,"low"
"2423",6.2,0.44,0.18,7.7,0.042,0.028,0.21,0.99771,3.56,0.72,9.2,5,"low"
"2424",7.2,0.24,0.29,3,0.036,0.017,0.117,0.99411,3.36,0.68,10.1,6,"high"
"2425",6.2,0.44,0.18,7.7,0.042,0.028,0.21,0.99771,3.56,0.72,9.2,5,"low"
"2426",7.2,0.24,0.29,3,0.036,0.017,0.117,0.99411,3.36,0.68,10.1,6,"high"
"2427",7.3,0.22,0.26,1.5,0.04,0.032,0.172,0.99194,3.27,0.48,11.2,6,"high"
"2428",8.1,0.34,0.28,7.5,0.04,0.07,0.23,0.99558,3.14,0.55,9.8,6,"high"
"2429",7.3,0.22,0.26,1.5,0.04,0.032,0.172,0.99194,3.27,0.48,11.2,6,"high"
"2430",8.1,0.34,0.28,7.5,0.04,0.07,0.23,0.99558,3.14,0.55,9.8,6,"high"
"2431",6.4,0.28,0.17,8.3,0.042,0.061,0.195,0.99577,3.22,0.46,9.4,5,"low"
"2432",6.3,0.29,0.14,7.05,0.045,0.05,0.177,0.99564,3.23,0.42,9,5,"low"
"2433",6.4,0.27,0.17,8.4,0.044,0.06,0.198,0.99578,3.21,0.47,9.4,5,"low"
"2434",7.4,0.35,0.2,13.9,0.054,0.063,0.229,0.99888,3.11,0.5,8.9,6,"high"
"2435",8.3,0.28,0.27,17.5,0.045,0.048,0.253,1.00014,3.02,0.56,9.1,6,"high"
"2436",6.4,0.35,0.35,5.6,0.034,0.009,0.148,0.99441,3.17,0.5,9.8,4,"low"
"2437",6.9,0.43,0.28,9.4,0.056,0.029,0.183,0.99594,3.17,0.43,9.4,5,"low"
"2438",8,0.26,0.28,4.8,0.05,0.034,0.15,0.99437,3.13,0.5,10,6,"high"
"2439",6.9,0.43,0.28,9.4,0.056,0.029,0.183,0.99594,3.17,0.43,9.4,5,"low"
"2440",7.3,0.27,0.37,9.7,0.042,0.036,0.13,0.9979,3.48,0.75,9.9,6,"high"
"2441",6.8,0.46,0.26,6.3,0.042,0.049,0.159,0.99434,3.14,0.47,10,5,"low"
"2442",7.2,0.2,0.28,1.6,0.028,0.013,0.168,0.99203,3.17,0.47,11.5,6,"high"
"2443",7.6,0.285,0.32,14.6,0.063,0.032,0.201,0.998,3,0.45,9.2,5,"low"
"2444",6.6,0.32,0.33,2.5,0.052,0.04,0.2195,0.99316,3.15,0.6,10,5,"low"
"2445",7.6,0.285,0.32,14.6,0.063,0.032,0.201,0.998,3,0.45,9.2,5,"low"
"2446",6.6,0.34,0.34,2.6,0.051,0.0405,0.21,0.99314,3.15,0.61,10,5,"low"
"2447",6.6,0.32,0.33,2.5,0.052,0.04,0.21,0.99316,3.15,0.6,10,5,"low"
"2448",6.5,0.27,0.26,8.2,0.042,0.021,0.133,0.99612,3.43,0.64,9.8,6,"high"
"2449",6.6,0.26,0.27,1.5,0.04,0.019,0.114,0.99295,3.36,0.62,10.5,6,"high"
"2450",6.7,0.27,0.26,2.3,0.043,0.061,0.181,0.99394,3.45,0.63,10.6,6,"high"
"2451",6.6,0.26,0.15,10,0.037,0.038,0.157,0.99642,3.28,0.52,9.4,5,"low"
"2452",6.6,0.26,0.15,10,0.037,0.038,0.157,0.99642,3.28,0.52,9.4,5,"low"
"2453",7.3,0.19,0.27,1.6,0.027,0.035,0.136,0.99248,3.38,0.54,11,7,"high"
"2454",6.3,0.2,0.26,1.6,0.027,0.036,0.141,0.99268,3.53,0.56,10.8,6,"high"
"2455",7.1,0.29,0.3,16,0.036,0.058,0.201,0.99954,3.3,0.67,9,5,"low"
"2456",7.8,0.32,0.33,10.4,0.031,0.047,0.194,0.99692,3.07,0.58,9.6,6,"high"
"2457",8.1,0.33,0.36,7.4,0.037,0.036,0.156,0.99592,3.19,0.54,10.6,6,"high"
"2458",8.1,0.33,0.36,7.4,0.037,0.036,0.156,0.99592,3.19,0.54,10.6,6,"high"
"2459",7.8,0.32,0.33,10.4,0.031,0.047,0.194,0.99692,3.07,0.58,9.6,6,"high"
"2460",6.6,0.33,0.24,16.05,0.045,0.031,0.147,0.99822,3.08,0.52,9.2,5,"low"
"2461",6.6,0.33,0.24,16.05,0.045,0.031,0.147,0.99822,3.08,0.52,9.2,5,"low"
"2462",8.2,0.26,0.33,2.6,0.053,0.011,0.071,0.99402,2.89,0.49,9.5,5,"low"
"2463",8.3,0.25,0.33,2.5,0.053,0.012,0.072,0.99404,2.89,0.48,9.5,5,"low"
"2464",7,0.26,0.26,10.8,0.039,0.037,0.184,0.99787,3.47,0.58,10.3,7,"high"
"2465",6,0.26,0.15,1.2,0.053,0.035,0.124,0.99347,3.08,0.46,8.8,5,"low"
"2466",7.5,0.28,0.31,12.1,0.041,0.053,0.161,0.99838,2.98,0.44,8.7,5,"low"
"2467",7.5,0.27,0.31,11.95,0.04,0.051,0.159,0.99839,2.98,0.44,8.7,5,"low"
"2468",7,0.28,0.32,1.7,0.038,0.027,0.128,0.99375,3.2,0.62,10.2,6,"high"
"2469",5.2,0.16,0.34,0.8,0.029,0.026,0.077,0.99155,3.25,0.51,10.1,6,"high"
"2470",6.8,0.34,0.1,1.4,0.049,0.029,0.118,0.9936,3.21,0.41,9.5,5,"low"
"2471",7.6,0.25,0.34,1.3,0.056,0.034,0.176,0.99434,3.1,0.51,9.5,5,"low"
"2472",5.6,0.35,0.4,6.3,0.022,0.023,0.174,0.9922,3.54,0.5,11.6,7,"high"
"2473",8.8,0.24,0.23,10.3,0.032,0.012,0.097,0.99571,3.13,0.4,10.7,6,"high"
"2474",6,0.29,0.21,15.55,0.043,0.02,0.142,0.99658,3.11,0.54,10.1,6,"high"
"2475",6.1,0.27,0.31,1.5,0.035,0.017,0.083,0.99076,3.32,0.44,11.1,7,"high"
"2476",7.4,0.26,0.31,1.5,0.071,0.019,0.117,0.99496,3.22,0.53,9.8,5,"low"
"2477",6.8,0.29,0.49,1.4,0.042,0.052,0.148,0.9937,3.08,0.49,9,6,"high"
"2478",6.1,0.27,0.31,1.5,0.035,0.017,0.083,0.99076,3.32,0.44,11.1,7,"high"
"2479",6.3,0.27,0.37,7.9,0.047,0.058,0.215,0.99542,3.19,0.48,9.5,6,"high"
"2480",6.6,0.24,0.3,13,0.052,0.018,0.143,0.99825,3.37,0.49,9.4,6,"high"
"2481",6.8,0.32,0.3,1,0.049,0.022,0.113,0.99289,3.24,0.61,10.2,5,"low"
"2482",6.4,0.37,0.37,4.85,0.041,0.0395,0.2165,0.99432,3.1,0.5,9.8,6,"high"
"2483",6.2,0.26,0.37,7.1,0.047,0.054,0.201,0.99523,3.19,0.48,9.5,6,"high"
"2484",6.3,0.27,0.37,7.9,0.047,0.058,0.215,0.99542,3.19,0.48,9.5,6,"high"
"2485",6.4,0.3,0.16,7.5,0.05,0.055,0.191,0.9959,3.17,0.49,9,5,"low"
"2486",8,0.28,0.32,7.6,0.045,0.061,0.204,0.99543,3.1,0.55,10.1,6,"high"
"2487",6.7,0.24,0.32,10.3,0.042,0.037,0.122,0.99662,3.02,0.45,8.8,5,"low"
"2488",7.9,0.27,0.27,1.7,0.034,0.025,0.122,0.99088,2.97,0.51,11.9,6,"high"
"2489",7.9,0.27,0.27,1.7,0.034,0.025,0.122,0.99088,2.97,0.51,11.9,6,"high"
"2490",6.1,0.28,0.24,19.95,0.042,0.032,0.174,0.99922,3.19,0.44,9.3,6,"high"
"2491",7.7,0.39,0.49,7.7,0.036,0.011,0.11,0.9966,3.33,0.76,10,6,"high"
"2492",6,0.2,0.24,5.3,0.042,0.049,0.201,0.99466,3.21,0.43,9.5,5,"low"
"2493",6.1,0.28,0.24,19.95,0.042,0.032,0.174,0.99922,3.19,0.44,9.3,6,"high"
"2494",7.6,0.31,0.23,12.7,0.054,0.02,0.139,0.99836,3.16,0.5,9.7,4,"low"
"2495",7.6,0.31,0.23,12.7,0.054,0.02,0.139,0.99836,3.16,0.5,9.7,4,"low"
"2496",6.3,0.18,0.22,1.5,0.043,0.045,0.155,0.99238,3.19,0.48,10.2,5,"low"
"2497",8.6,0.23,0.25,11.3,0.031,0.013,0.096,0.99645,3.11,0.4,10.8,5,"low"
"2498",6.8,0.21,0.36,18.1,0.046,0.032,0.133,1,3.27,0.48,8.8,5,"low"
"2499",6.8,0.21,0.36,18.1,0.046,0.032,0.133,1,3.27,0.48,8.8,5,"low"
"2500",6.9,0.26,0.31,7,0.039,0.037,0.175,0.99376,3.32,0.49,11.4,6,"high"
"2501",6.8,0.21,0.36,18.1,0.046,0.032,0.133,1,3.27,0.48,8.8,5,"low"
"2502",6.4,0.31,0.4,6.4,0.039,0.039,0.191,0.99513,3.14,0.52,9.8,5,"low"
"2503",8.6,0.34,0.36,1.4,0.045,0.011,0.119,0.99556,3.17,0.47,9.4,4,"low"
"2504",8.6,0.34,0.36,1.4,0.045,0.011,0.119,0.99556,3.17,0.47,9.4,4,"low"
"2505",8.5,0.3,0.28,3.1,0.054,0.054,0.174,0.99543,3.21,0.43,9.4,6,"high"
"2506",7.4,0.4,0.41,14.1,0.053,0.037,0.194,0.99886,3.2,0.63,9.4,6,"high"
"2507",6.6,0.32,0.34,7.7,0.044,0.063,0.212,0.99526,3.22,0.48,9.7,6,"high"
"2508",7.1,0.34,0.31,5.2,0.032,0.036,0.14,0.99166,3.35,0.47,12.3,7,"high"
"2509",6.6,0.26,0.25,11.6,0.045,0.045,0.178,0.99691,3.33,0.43,9.8,6,"high"
"2510",8,0.27,0.57,10.4,0.053,0.018,0.134,0.99732,3.12,0.68,9,5,"low"
"2511",6.2,0.28,0.45,7.5,0.045,0.046,0.203,0.99573,3.26,0.46,9.2,6,"high"
"2512",6.2,0.3,0.49,11.2,0.058,0.068,0.215,0.99656,3.19,0.6,9.4,6,"high"
"2513",5.6,0.175,0.29,0.8,0.043,0.02,0.067,0.99112,3.28,0.48,9.9,6,"high"
"2514",6.9,0.34,0.36,1.4,0.032,0.013,0.145,0.99214,3.07,0.52,9.8,5,"low"
"2515",6.9,0.34,0.3,4.7,0.029,0.034,0.148,0.99165,3.36,0.49,12.3,7,"high"
"2516",7.1,0.12,0.3,3.1,0.018,0.015,0.037,0.99004,3.02,0.52,11.9,7,"high"
"2517",7.1,0.32,0.29,4,0.038,0.033,0.17,0.99463,3.27,0.64,10.2,6,"high"
"2518",7.3,0.26,0.29,11.3,0.034,0.061,0.224,0.99683,3.14,0.56,9.5,6,"high"
"2519",7.1,0.12,0.3,3.1,0.018,0.015,0.037,0.99004,3.02,0.52,11.9,7,"high"
"2520",6.3,0.24,0.55,8.1,0.04,0.067,0.216,0.99596,3.24,0.5,9.2,5,"low"
"2521",7.5,0.41,0.23,14.8,0.054,0.028,0.174,0.99898,3.18,0.49,9.7,5,"low"
"2522",6.5,0.18,0.33,1.4,0.029,0.035,0.138,0.99114,3.36,0.6,11.5,7,"high"
"2523",7.3,0.17,0.24,8.1,0.042,0.032,0.162,0.99508,3.17,0.38,10.4,8,"high"
"2524",8.2,0.2,0.38,3.5,0.053,0.041,0.174,0.99306,3.22,0.41,11.6,5,"low"
"2525",7.5,0.41,0.23,14.8,0.054,0.028,0.174,0.99898,3.18,0.49,9.7,5,"low"
"2526",7.3,0.17,0.24,8.1,0.042,0.032,0.162,0.99508,3.17,0.38,10.4,8,"high"
"2527",6.5,0.18,0.33,1.4,0.029,0.035,0.138,0.99114,3.36,0.6,11.5,7,"high"
"2528",7.3,0.16,0.35,1.5,0.036,0.029,0.108,0.99342,3.27,0.51,10.2,6,"high"
"2529",6.4,0.16,0.37,1.5,0.037,0.027,0.109,0.99345,3.38,0.5,9.8,6,"high"
"2530",6.6,0.42,0.13,12.8,0.044,0.026,0.158,0.99772,3.24,0.47,9,5,"low"
"2531",5.8,0.3,0.12,1.6,0.036,0.057,0.163,0.99239,3.38,0.59,10.5,6,"high"
"2532",6.7,0.26,0.27,7.1,0.049,0.008,0.178,0.99502,3.16,0.38,9.4,4,"low"
"2533",6.7,0.26,0.27,7.1,0.049,0.008,0.178,0.99502,3.16,0.38,9.4,4,"low"
"2534",6.4,0.22,0.3,11.2,0.046,0.053,0.149,0.99479,3.21,0.34,10.8,5,"low"
"2535",6.8,0.23,0.3,1.7,0.043,0.019,0.095,0.99207,3.17,0.46,10.7,7,"high"
"2536",6.8,0.26,0.34,6.7,0.029,0.021,0.162,0.99497,3.08,0.5,10.6,6,"high"
"2537",6.5,0.23,0.25,17.3,0.046,0.015,0.11,0.99828,3.15,0.42,9.2,6,"high"
"2538",5.9,0.28,0.14,8.6,0.032,0.03,0.142,0.99542,3.28,0.44,9.5,6,"high"
"2539",5.9,0.28,0.14,8.6,0.032,0.03,0.142,0.99542,3.28,0.44,9.5,6,"high"
"2540",6.2,0.27,0.18,1.5,0.028,0.02,0.111,0.99228,3.41,0.5,10,5,"low"
"2541",6.8,0.29,0.34,12.1,0.03,0.034,0.177,0.99706,3.13,0.47,10.6,5,"low"
"2542",6.8,0.26,0.34,6.7,0.029,0.021,0.162,0.99497,3.08,0.5,10.6,6,"high"
"2543",6.8,0.27,0.34,10.7,0.029,0.0195,0.166,0.99669,3.13,0.48,10.6,5,"low"
"2544",6.5,0.23,0.25,17.3,0.046,0.015,0.11,0.99828,3.15,0.42,9.2,6,"high"
"2545",6.9,0.32,0.3,1.8,0.036,0.028,0.117,0.99269,3.24,0.48,11,6,"high"
"2546",7.2,0.22,0.24,1.4,0.041,0.017,0.159,0.99196,3.25,0.53,11.2,6,"high"
"2547",6.7,0.26,0.38,7.5,0.046,0.026,0.175,0.99662,3.32,0.54,9.6,5,"low"
"2548",6.2,0.33,0.14,4.8,0.052,0.027,0.128,0.99475,3.21,0.48,9.4,5,"low"
"2549",6.3,0.26,0.42,7.1,0.045,0.062,0.209,0.99544,3.2,0.53,9.5,6,"high"
"2550",7.5,0.2,0.47,16.9,0.052,0.051,0.188,0.99944,3.09,0.62,9.3,5,"low"
"2551",6.2,0.33,0.14,4.8,0.052,0.027,0.128,0.99475,3.21,0.48,9.4,5,"low"
"2552",6.3,0.26,0.42,7.1,0.045,0.062,0.209,0.99544,3.2,0.53,9.5,6,"high"
"2553",6.6,0.36,0.52,11.3,0.046,0.008,0.11,0.9966,3.07,0.46,9.4,5,"low"
"2554",6.3,0.13,0.42,1.1,0.043,0.063,0.146,0.99066,3.13,0.72,11.2,7,"high"
"2555",6.4,0.15,0.44,1.2,0.043,0.067,0.15,0.9907,3.14,0.73,11.2,7,"high"
"2556",6.3,0.13,0.42,1.1,0.043,0.063,0.146,0.99066,3.13,0.72,11.2,7,"high"
"2557",7.6,0.23,0.31,12.9,0.033,0.054,0.17,0.998,3,0.53,8.8,5,"low"
"2558",6.4,0.15,0.44,1.2,0.043,0.067,0.15,0.9907,3.14,0.73,11.2,7,"high"
"2559",6.3,0.13,0.42,1.1,0.043,0.063,0.146,0.99066,3.13,0.72,11.2,7,"high"
"2560",5.7,0.255,0.31,1.2,0.042,0.017,0.137,0.99307,3.2,0.42,9.4,5,"low"
"2561",6.9,0.32,0.26,2.3,0.03,0.011,0.103,0.99106,3.06,0.42,11.1,6,"high"
"2562",6.9,0.28,0.22,10,0.052,0.036,0.131,0.99696,3.08,0.46,9.6,5,"low"
"2563",6.9,0.32,0.26,2.3,0.03,0.011,0.103,0.99106,3.06,0.42,11.1,6,"high"
"2564",5.7,0.255,0.31,1.2,0.042,0.017,0.137,0.99307,3.2,0.42,9.4,5,"low"
"2565",6.6,0.41,0.16,1.4,0.037,0.028,0.16,0.99167,2.95,0.45,10.6,6,"high"
"2566",7.3,0.37,0.16,14.9,0.048,0.059,0.24,0.99902,3.13,0.45,8.9,5,"low"
"2567",6.9,0.21,0.24,1.8,0.021,0.017,0.08,0.98992,3.15,0.46,12.3,7,"high"
"2568",6.6,0.24,0.28,1.8,0.028,0.039,0.132,0.99182,3.34,0.46,11.4,5,"low"
"2569",6.8,0.28,0.36,7,0.043,0.06,0.207,0.99556,3.16,0.49,9.6,6,"high"
"2570",6.6,0.24,0.24,8.6,0.034,0.025,0.135,0.99582,3.33,0.59,10.3,6,"high"
"2571",6.6,0.24,0.28,1.8,0.028,0.039,0.132,0.99182,3.34,0.46,11.4,5,"low"
"2572",7,0.16,0.32,1.1,0.032,0.029,0.08,0.98972,3.23,0.36,12.1,6,"high"
"2573",7,0.14,0.28,1.3,0.026,0.01,0.056,0.99352,3.46,0.45,9.9,5,"low"
"2574",6.3,0.34,0.36,4.9,0.035,0.031,0.185,0.9946,3.15,0.49,9.7,5,"low"
"2575",6.8,0.26,0.24,1.9,0.043,0.07,0.154,0.99273,3.18,0.52,10.5,5,"low"
"2576",6.7,0.17,0.42,10.4,0.038,0.033,0.182,0.99628,3.04,0.44,8.9,6,"high"
"2577",6.5,0.27,0.4,10,0.039,0.074,0.227,0.99582,3.18,0.5,9.4,5,"low"
"2578",6.7,0.25,0.36,8.6,0.037,0.063,0.206,0.99553,3.18,0.5,9.6,5,"low"
"2579",5.8,0.3,0.27,1.7,0.042,0.045,0.104,0.98914,3.4,0.56,12.6,7,"high"
"2580",6.4,0.28,0.56,1.7,0.042,0.049,0.106,0.99354,3.1,0.37,9.2,6,"high"
"2581",7.7,0.3,0.26,18.95,0.053,0.036,0.174,0.99976,3.2,0.5,10.4,5,"low"
"2582",6.8,0.18,0.3,12.8,0.062,0.019,0.171,0.99808,3,0.52,9,7,"high"
"2583",6.8,0.18,0.3,12.8,0.062,0.019,0.171,0.99808,3,0.52,9,7,"high"
"2584",6.8,0.18,0.3,12.8,0.062,0.019,0.171,0.99808,3,0.52,9,7,"high"
"2585",6.8,0.18,0.3,12.8,0.062,0.019,0.171,0.99808,3,0.52,9,7,"high"
"2586",6.8,0.18,0.3,12.8,0.062,0.019,0.171,0.99808,3,0.52,9,7,"high"
"2587",6.8,0.18,0.3,12.8,0.062,0.019,0.171,0.99808,3,0.52,9,7,"high"
"2588",5.1,0.14,0.25,0.7,0.039,0.015,0.089,0.9919,3.22,0.43,9.2,6,"high"
"2589",6.8,0.18,0.3,12.8,0.062,0.019,0.171,0.99808,3,0.52,9,7,"high"
"2590",7.2,0.26,0.1,1.4,0.068,0.025,0.154,0.99499,3.2,0.48,9.7,4,"low"
"2591",6.9,0.13,0.28,13.3,0.05,0.047,0.132,0.99655,3.34,0.42,10.1,6,"high"
"2592",6.7,0.34,0.3,8.5,0.059,0.024,0.152,0.99615,3.46,0.64,11,7,"high"
"2593",7.3,0.32,0.29,1.5,0.038,0.032,0.144,0.99296,3.2,0.55,10.8,5,"low"
"2594",6.3,0.21,0.29,11.7,0.048,0.049,0.147,0.99482,3.22,0.38,10.8,5,"low"
"2595",5.4,0.26,0.13,5,0.028,0.012,0.107,0.99079,3.48,0.47,13.5,7,"high"
"2596",8.2,0.26,0.34,1.2,0.042,0.018,0.167,0.99366,3.24,0.39,10.6,5,"low"
"2597",7.8,0.28,0.31,2.1,0.046,0.028,0.208,0.99434,3.23,0.64,9.8,5,"low"
"2598",6.4,0.22,0.34,1.4,0.023,0.056,0.115,0.98958,3.18,0.7,11.7,6,"high"
"2599",7.8,0.28,0.31,2.1,0.046,0.028,0.208,0.99434,3.23,0.64,9.8,5,"low"
"2600",6.9,0.32,0.27,16,0.034,0.058,0.185,0.99938,3.34,0.6,9,6,"high"
"2601",6.8,0.11,0.42,1.1,0.042,0.051,0.132,0.99059,3.18,0.74,11.3,7,"high"
"2602",6.2,0.26,0.32,15.3,0.031,0.064,0.185,0.99835,3.31,0.61,9.4,5,"low"
"2603",6.4,0.22,0.34,1.4,0.023,0.056,0.115,0.98958,3.18,0.7,11.7,6,"high"
"2604",6.7,0.3,0.29,2.8,0.025,0.037,0.107,0.99159,3.31,0.63,11.3,7,"high"
"2605",6.7,0.3,0.29,2.8,0.025,0.037,0.107,0.99159,3.31,0.63,11.3,7,"high"
"2606",7.1,0.2,0.3,0.9,0.019,0.004,0.028,0.98931,3.2,0.36,12,6,"high"
"2607",7.2,0.2,0.36,2.5,0.028,0.022,0.157,0.9938,3.48,0.49,10.6,6,"high"
"2608",6.8,0.26,0.33,8.1,0.024,0.047,0.202,0.99558,3.13,0.46,10.8,6,"high"
"2609",7.5,0.25,0.32,8.2,0.024,0.053,0.209,0.99563,3.12,0.46,10.8,6,"high"
"2610",7.1,0.2,0.3,0.9,0.019,0.004,0.028,0.98931,3.2,0.36,12,6,"high"
"2611",6.3,0.27,0.46,11.1,0.053,0.044,0.177,0.99691,3.18,0.67,9.4,5,"low"
"2612",6.5,0.3,0.39,7.8,0.038,0.061,0.219,0.9959,3.19,0.5,9.4,5,"low"
"2613",6.7,0.3,0.29,2.8,0.025,0.037,0.107,0.99159,3.31,0.63,11.3,7,"high"
"2614",6.6,0.36,0.52,10.1,0.05,0.029,0.14,0.99628,3.07,0.4,9.4,5,"low"
"2615",6.15,0.21,0.37,3.2,0.021,0.02,0.08,0.99076,3.39,0.47,12,5,"low"
"2616",6.5,0.18,0.41,14.2,0.039,0.047,0.129,0.99678,3.28,0.72,10.3,7,"high"
"2617",6.5,0.18,0.41,14.2,0.039,0.047,0.129,0.99678,3.28,0.72,10.3,7,"high"
"2618",6.5,0.18,0.41,14.2,0.039,0.047,0.129,0.99678,3.28,0.72,10.3,7,"high"
"2619",6.6,0.26,0.21,2.9,0.026,0.048,0.126,0.99089,3.22,0.38,11.3,7,"high"
"2620",6.6,0.35,0.35,6,0.063,0.031,0.15,0.99537,3.1,0.47,9.4,6,"high"
"2621",6.5,0.28,0.28,20.4,0.041,0.04,0.144,1.0002,3.14,0.38,8.7,5,"low"
"2622",6.6,0.36,0.52,10.1,0.05,0.029,0.14,0.99628,3.07,0.4,9.4,5,"low"
"2623",6.6,0.26,0.21,2.9,0.026,0.048,0.126,0.99089,3.22,0.38,11.3,7,"high"
"2624",6.5,0.18,0.41,14.2,0.039,0.047,0.129,0.99678,3.28,0.72,10.3,7,"high"
"2625",6.15,0.21,0.37,3.2,0.021,0.02,0.08,0.99076,3.39,0.47,12,5,"low"
"2626",6.8,0.19,0.21,0.95,0.033,0.033,0.159,0.99332,3.34,0.42,8,5,"low"
"2627",8,0.24,0.26,1.7,0.033,0.036,0.136,0.99316,3.44,0.51,10.4,7,"high"
"2628",7.8,0.17,0.23,1.7,0.029,0.039,0.128,0.99272,3.37,0.41,10.7,7,"high"
"2629",7,0.24,0.24,9,0.03,0.042,0.219,0.99636,3.47,0.46,10.2,6,"high"
"2630",5.8,0.26,0.31,1.3,0.044,0.072,0.197,0.99202,3.56,0.43,10.9,5,"low"
"2631",5.9,0.445,0.26,1.4,0.027,0.023,0.109,0.99148,3.3,0.36,10.5,6,"high"
"2632",6.7,0.28,0.28,2.4,0.042,0.036,0.1,0.99064,3.26,0.39,11.7,7,"high"
"2633",6.8,0.44,0.2,16,0.065,0.061,0.186,0.99884,3.13,0.45,8.6,5,"low"
"2634",7.2,0.24,0.27,11.4,0.034,0.04,0.174,0.99773,3.2,0.44,9,5,"low"
"2635",8.7,0.31,0.31,14.35,0.044,0.027,0.191,1.00013,2.96,0.47,8.7,5,"low"
"2636",8.2,0.32,0.26,2.1,0.062,0.026,0.087,0.98974,3.1,0.47,12.8,6,"high"
"2637",7.2,0.24,0.27,11.4,0.034,0.04,0.174,0.99773,3.2,0.44,9,5,"low"
"2638",8.7,0.31,0.31,14.35,0.044,0.027,0.191,1.00013,2.96,0.47,8.7,5,"low"
"2639",7.5,0.13,0.38,1.1,0.023,0.042,0.104,0.99112,3.28,0.53,11.8,6,"high"
"2640",6.8,0.14,0.37,1.1,0.034,0.036,0.084,0.99136,3.05,0.55,11.6,6,"high"
"2641",7.4,0.2,0.37,1.2,0.028,0.028,0.089,0.99132,3.14,0.61,11.8,6,"high"
"2642",6.1,0.15,0.35,15.8,0.042,0.055,0.158,0.99642,3.24,0.37,10.6,5,"low"
"2643",7.6,0.23,0.4,5.2,0.066,0.014,0.091,0.99488,3.17,0.47,9.7,5,"low"
"2644",8.1,0.33,0.22,5.2,0.047,0.024,0.151,0.99527,3.22,0.47,10.3,5,"low"
"2645",7.15,0.17,0.24,9.6,0.042,0.056,0.178,0.99578,3.15,0.44,10.2,6,"high"
"2646",6.7,0.12,0.3,5.2,0.048,0.038,0.113,0.99352,3.33,0.44,10.1,7,"high"
"2647",5.7,0.18,0.36,1.2,0.046,0.009,0.071,0.99199,3.17,0.68,10.9,7,"high"
"2648",5.8,0.15,0.28,0.8,0.037,0.043,0.127,0.99198,3.24,0.51,9.3,5,"low"
"2649",6.6,0.23,0.29,14.45,0.057,0.029,0.144,0.99756,3.33,0.54,10.2,6,"high"
"2650",7.15,0.17,0.24,9.6,0.042,0.056,0.178,0.99578,3.15,0.44,10.2,6,"high"
"2651",7,0.34,0.39,6.9,0.066,0.043,0.162,0.99561,3.11,0.53,9.5,5,"low"
"2652",6.4,0.26,0.26,3.4,0.069,0.025,0.146,0.99347,3.18,0.4,9.3,5,"low"
"2653",7.3,0.22,0.31,2.3,0.018,0.045,0.08,0.98936,3.06,0.34,12.9,7,"high"
"2654",6.4,0.28,0.27,11,0.042,0.045,0.148,0.99786,3.14,0.46,8.7,5,"low"
"2655",6.9,0.4,0.22,5.95,0.042,0.076,0.134,0.99705,3.4,0.57,9.4,5,"low"
"2656",6.8,0.19,0.23,5.1,0.034,0.071,0.204,0.9942,3.23,0.69,10.1,5,"low"
"2657",7.1,0.23,0.24,5.4,0.039,0.06,0.196,0.9948,3.19,0.47,10,4,"low"
"2658",6.45,0.14,0.42,1.2,0.05,0.051,0.129,0.99116,3.27,0.69,11.1,7,"high"
"2659",6.5,0.15,0.44,12.6,0.052,0.065,0.158,0.99688,3.26,0.7,10.3,7,"high"
"2660",7.1,0.15,0.34,1,0.033,0.027,0.073,0.98974,3.24,0.41,12.2,6,"high"
"2661",6.7,0.33,0.34,6.6,0.067,0.035,0.156,0.99542,3.11,0.48,9.3,6,"high"
"2662",7.2,0.3,0.26,1.5,0.041,0.046,0.178,0.99154,3.19,0.56,11.3,6,"high"
"2663",7,0.23,0.33,1,0.043,0.046,0.11,0.99118,3.04,0.65,10.8,6,"high"
"2664",8,0.13,0.25,1.1,0.033,0.015,0.086,0.99044,2.98,0.39,11.2,8,"high"
"2665",6.2,0.21,0.34,6.6,0.03,0.036,0.091,0.9914,3.32,0.45,12.5,7,"high"
"2666",8.3,0.4,0.41,8.2,0.05,0.015,0.122,0.9979,3.39,0.49,9.3,5,"low"
"2667",5.9,0.34,0.31,2,0.03,0.038,0.142,0.98892,3.4,0.41,12.9,7,"high"
"2668",6.6,0.12,0.25,1.4,0.039,0.021,0.131,0.99114,3.2,0.45,11.2,7,"high"
"2669",6.8,0.26,0.21,2,0.039,0.021,0.12,0.99188,3,0.47,12.6,6,"high"
"2670",6.8,0.26,0.4,7.5,0.046,0.045,0.179,0.99583,3.2,0.49,9.3,5,"low"
"2671",5.9,0.34,0.31,2,0.03,0.038,0.142,0.98892,3.4,0.41,12.9,7,"high"
"2672",5.9,0.3,0.3,2,0.03,0.038,0.142,0.98892,3.41,0.41,12.9,7,"high"
"2673",7,0.15,0.3,13.3,0.049,0.046,0.12,0.99704,3.2,0.36,9.5,7,"high"
"2674",7.9,0.37,0.31,2.85,0.037,0.005,0.024,0.9911,3.19,0.36,11.9,6,"high"
"2675",7.2,0.35,0.25,5.6,0.032,0.023,0.12,0.99334,2.93,0.66,10.3,7,"high"
